speccode,species,Family,lmax,a,b
13041,Cirrhilabrus lubbocki,Labridae,7.800000190734863,NA,NA
7584,Cirrhilabrus lunatus,Labridae,12.300000190734863,NA,NA
17451,Cirrhilabrus luteovittatus,Labridae,12.699999809265137,NA,NA
68704,Cirrhilabrus marinda,Labridae,10.447826095249342,NA,NA
61859,Cirrhilabrus marjorie,Labridae,10.447826095249342,NA,NA
7585,Cirrhilabrus melanomarginatus,Labridae,13,NA,NA
59637,Cirrhilabrus morrisoni,Labridae,10.447826095249342,NA,NA
66424,Cirrhilabrus nahackyi,Labridae,10.447826095249342,NA,NA
64878,Cirrhilabrus naokoae,Labridae,10.447826095249342,NA,NA
13028,Cirrhilabrus punctatus,Labridae,11.300000190734863,NA,NA
54185,Cirrhilabrus pylei,Labridae,10.447826095249342,NA,NA
25031,Cirrhilabrus randalli,Labridae,10.447826095249342,NA,NA
25763,Cirrhilabrus rhomboidalis,Labridae,8.899999618530273,NA,NA
25026,Cirrhilabrus roseafascia,Labridae,10.447826095249342,NA,NA
68711,Cirrhilabrus rubeus,Labridae,10.447826095249342,NA,NA
7586,Cirrhilabrus rubrimarginatus,Labridae,15.800000190734863,NA,NA
13042,Cirrhilabrus rubripinnis,Labridae,7.599999904632568,NA,NA
25030,Cirrhilabrus rubrisquamis,Labridae,9.199999809265137,NA,NA
12781,Cirrhilabrus rubriventralis,Labridae,8.100000381469727,NA,NA
68720,Cirrhilabrus ryukyuensis,Labridae,10.447826095249342,NA,NA
58168,Cirrhilabrus sanguineus,Labridae,10.447826095249342,NA,NA
12728,Cirrhilabrus scottorum,Labridae,11.899999618530273,NA,NA
68699,Cirrhilabrus shutmani,Labridae,10.447826095249342,NA,NA
60815,Cirrhilabrus solorensis,Labridae,10.447826095249342,NA,NA
68714,Cirrhilabrus squirei,Labridae,10.447826095249342,NA,NA
5484,Cirrhilabrus temminckii,Labridae,9.600000381469727,NA,NA
59640,Cirrhilabrus tonozukai,Labridae,10.447826095249342,NA,NA
69027,Cirrhilabrus wakanda,Labridae,10.447826095249342,NA,NA
54193,Cirrhilabrus walindi,Labridae,10.447826095249342,NA,NA
59511,Cirrhilabrus walshi,Labridae,10.447826095249342,NA,NA
24282,Cirrhimuraena calamus,Ophichthidae,NA,NA,NA
27399,Cirrhimuraena cheilopogon,Ophichthidae,NA,NA,NA
27405,Cirrhimuraena chinensis,Ophichthidae,NA,NA,NA
15669,Cirrhimuraena inhacae,Ophichthidae,NA,NA,NA
53831,Cirrhimuraena oliveri,Ophichthidae,NA,NA,NA
60995,Cirrhimuraena orientalis,Ophichthidae,NA,NA,NA
59407,Cirrhimuraena paucidens,Ophichthidae,NA,NA,NA
8052,Cirrhimuraena playfairii,Ophichthidae,NA,NA,NA
53871,Cirrhimuraena tapeinoptera,Ophichthidae,NA,NA,NA
64037,Cirrhimuraena yuanding,Ophichthidae,NA,NA,NA
4494,Cirrhinus cirrhosus,Cyprinidae,21.23551709076454,0.008578181818181818,3.046818181818182
55273,Cirrhinus inornatus,Cyprinidae,21.23551709076454,0.00940935303030303,3.125260303030303
27148,Cirrhinus jullieni,Cyprinidae,21.23551709076454,0.00940935303030303,3.125260303030303
13161,Cirrhinus macrops,Cyprinidae,21.23551709076454,0.00940935303030303,3.125260303030303
27149,Cirrhinus microlepis,Cyprinidae,21.23551709076454,0.0137,2.8609999999999998
49051,Cirrhinus molitorella,Cyprinidae,21.23551709076454,0.012384,3.1348
66743,Cirrhinus mrigala,Cyprinidae,21.23551709076454,0.0069433333333333335,3.326433333333333
65229,Cirrhinus reba,Cyprinidae,21.23551709076454,0.00544125,3.25725
55310,Cirrhinus rubirostris,Cyprinidae,21.23551709076454,0.00940935303030303,3.125260303030303
6604,Cirrhitichthys aprinus,Cirrhitidae,12.100000381469727,0.01687,3.2358149999999997
10473,Cirrhitichthys aureus,Cirrhitidae,10.800000190734863,0.01687,3.2358149999999997
58167,Cirrhitichthys bleekeri,Cirrhitidae,10.399999618530273,0.01687,3.2358149999999997
46372,Cirrhitichthys calliurus,Cirrhitidae,9.460000038146973,0.01687,3.2358149999999997
5445,Cirrhitichthys falco,Cirrhitidae,7.300000190734863,0.010265,3.4131299999999998
25806,Cirrhitichthys guichenoti,Cirrhitidae,9.460000038146973,0.01687,3.2358149999999997
5830,Cirrhitichthys oxycephalus,Cirrhitidae,6.699999809265137,0.023475,3.0585
60600,Cirrhitichthys randalli,Cirrhitidae,9.460000038146973,0.01687,3.2358149999999997
7792,Cirrhitops fasciatus,Cirrhitidae,10.199999809265137,0.023045,3
12693,Cirrhitops hubbardi,Cirrhitidae,8.399999618530273,0.023045,3
65220,Cirrhitops mascarenensis,Cirrhitidae,9.299999713897705,0.023045,3
60601,Cirrhitus albopunctatus,Cirrhitidae,19.600000381469727,0.028109999999999996,3
22480,Cirrhitus atlanticus,Cirrhitidae,19.600000381469727,0.028109999999999996,3
5831,Cirrhitus pinnulatus,Cirrhitidae,19.600000381469727,0.028609999999999997,3
6408,Cirrhitus rivulatus,Cirrhitidae,19.600000381469727,0.02761,3
5911,Cirrhoscyllium expolitum,Parascylliidae,NA,NA,NA
5912,Cirrhoscyllium formosanum,Parascylliidae,NA,NA,NA
5913,Cirrhoscyllium japonicum,Parascylliidae,NA,NA,NA
17393,Cirricaecula johnsoni,Ophichthidae,NA,NA,NA
53827,Cirricaecula macdowelli,Ophichthidae,NA,NA,NA
46785,Cirriemblemaria lucasana,Chaenopsidae,NA,NA,NA
27077,Cirrimaxilla formosa,Muraenidae,NA,NA,NA
4385,Cirripectes alboapicalis,Blenniidae,10.199999809265137,0.00999875,3.0091825
59271,Cirripectes alleni,Blenniidae,9.473333295186361,0.00999875,3.0091825
4386,Cirripectes auritus,Blenniidae,5,0.00999875,3.0091825
4387,Cirripectes castaneus,Blenniidae,9.100000381469727,0.00999875,3.0091825
4388,Cirripectes chelomatus,Blenniidae,11,0.0147,3.09948
4389,Cirripectes filamentosus,Blenniidae,6.199999809265137,0.00999875,3.0091825
4390,Cirripectes fuscoguttatus,Blenniidae,12.199999809265137,0.00311,3
4391,Cirripectes gilberti,Blenniidae,9.473333295186361,0.00999875,3.0091825
65785,Cirripectes heemstraorum,Blenniidae,9.473333295186361,0.00999875,3.0091825
4392,Cirripectes hutchinsi,Blenniidae,9.473333295186361,0.00999875,3.0091825
4393,Cirripectes imitator,Blenniidae,9.899999618530273,0.00999875,3.0091825
4394,Cirripectes jenningsi,Blenniidae,9.473333295186361,0.00999875,3.0091825
4395,Cirripectes kuwamurai,Blenniidae,9.473333295186361,0.00999875,3.0091825
4396,Cirripectes obscurus,Blenniidae,17.5,0.00999875,3.0091825
4397,Cirripectes perustus,Blenniidae,9.473333295186361,0.00999875,3.0091825
4398,Cirripectes polyzona,Blenniidae,7.400000095367432,0.002685,3
4399,Cirripectes quagga,Blenniidae,7.5,0.00999875,3.0091825
4400,Cirripectes randalli,Blenniidae,11.600000381469727,0.00999875,3.0091825
4401,Cirripectes springeri,Blenniidae,7.400000095367432,0.00999875,3.0091825
4402,Cirripectes stigmaticus,Blenniidae,10.899999618530273,0.0195,2.93725
4403,Cirripectes vanderbilti,Blenniidae,9.399999618530273,0.00999875,3.0091825
4404,Cirripectes variolosus,Blenniidae,6.800000190734863,0.00999875,3.0091825
4405,Cirripectes viriosus,Blenniidae,9.473333295186361,0.00999875,3.0091825
53820,Cirrisalarias bunares,Blenniidae,7.94548673123385,NA,NA
58945,Citharichthys abbotti,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
59549,Citharichthys amblybregmatus,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
4209,Citharichthys arctifrons,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
4210,Citharichthys arenaceus,Cyclopsettidae,NA,0.008409999999999999,3.055
4211,Citharichthys cornutus,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
66799,Citharichthys darwini,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
57910,Citharichthys dinoceros,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
4212,Citharichthys fragilis,Cyclopsettidae,NA,0.004,3.455
13942,Citharichthys gilberti,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
59550,Citharichthys gnathus,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
13945,Citharichthys gordae,Cyclopsettidae,NA,0.006,3.384
4213,Citharichthys gymnorhinus,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
4214,Citharichthys macrops,Cyclopsettidae,NA,0.0061275,3.15525
58221,Citharichthys mariajorisae,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
59554,Citharichthys minutus,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
13947,Citharichthys platophrys,Cyclopsettidae,NA,0.0035,3.568
4215,Citharichthys sordidus,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
4216,Citharichthys spilopterus,Cyclopsettidae,NA,0.009672727272727272,3.0180000000000002
4942,Citharichthys stampflii,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
4217,Citharichthys stigmaeus,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
59547,Citharichthys surinamensis,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
58959,Citharichthys uhleri,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
47512,Citharichthys valdezi,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
4218,Citharichthys xanthostigma,Cyclopsettidae,NA,0.006285037878787879,3.2725416666666667
5266,Citharidium ansorgii,Citharinidae,32.5,NA,NA
5267,Citharinops distichodoides,Citharinidae,32.5,NA,NA
5269,Citharinus citharus,Citharinidae,32.5,0.022350000000000002,2.6609999999999996
11266,Citharinus congicus,Citharinidae,32.5,0.016275,2.88549
6079,Citharinus eburneensis,Citharinidae,32.5,0.016275,2.88549
11267,Citharinus gibbosus,Citharinidae,32.5,0.016275,2.88549
5268,Citharinus latus,Citharinidae,32.5,0.0102,3.10998
11268,Citharinus macrolepis,Citharinidae,32.5,0.016275,2.88549
8827,Citharoides macrolepidotus,Citharidae,NA,NA,NA
7665,Citharoides macrolepis,Citharidae,NA,NA,NA
59042,Citharoides orbitalis,Citharidae,NA,NA,NA
4943,Citharus linguatula,Citharidae,NA,0.009182380952380952,3.0562
52282,Claea dabryi,Nemacheilidae,9.368750035762787,NA,NA
9446,Clariallabes attemsi,Clariidae,29.166666666666668,NA,NA
9447,Clariallabes brevibarbis,Clariidae,29.166666666666668,NA,NA
9448,Clariallabes centralis,Clariidae,29.166666666666668,NA,NA
9450,Clariallabes heterocephalus,Clariidae,29.166666666666668,NA,NA
9451,Clariallabes laticeps,Clariidae,29.166666666666668,NA,NA
9452,Clariallabes longicauda,Clariidae,29.166666666666668,NA,NA
9453,Clariallabes manyangae,Clariidae,29.166666666666668,NA,NA
9454,Clariallabes melas,Clariidae,29.166666666666668,NA,NA
50850,Clariallabes mutsindoziensis,Clariidae,29.166666666666668,NA,NA
9455,Clariallabes petricola,Clariidae,29.166666666666668,NA,NA
9456,Clariallabes pietschmanni,Clariidae,29.166666666666668,NA,NA
9457,Clariallabes platyprosopos,Clariidae,29.166666666666668,NA,NA
9458,Clariallabes simeonsi,Clariidae,29.166666666666668,NA,NA
9449,Clariallabes teugelsi,Clariidae,29.166666666666668,NA,NA
9459,Clariallabes uelensis,Clariidae,29.166666666666668,NA,NA
9460,Clariallabes variabilis,Clariidae,29.166666666666668,NA,NA
51047,Clarias abbreviatus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2098,Clarias agboyiensis,Clariidae,29.166666666666668,0.007339999999999999,3.0149999999999997
2097,Clarias albopunctatus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2103,Clarias alluaudi,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
58346,Clarias anfractus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2092,Clarias angolensis,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
376,Clarias anguillaris,Clariidae,29.166666666666668,0.008241666666666666,2.9863333333333335
3054,Clarias batrachus,Clariidae,29.166666666666668,0.0194,2.626666666666667
55098,Clarias batu,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
13394,Clarias brachysoma,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2096,Clarias buettikoferi,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2095,Clarias buthupogon,Clariidae,29.166666666666668,0.0138,2.873
2111,Clarias camerunensis,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
26982,Clarias cataractus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2106,Clarias cavernicola,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
24958,Clarias dayi,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2315,Clarias dhonti,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2110,Clarias dumerilii,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
13396,Clarias dussumieri,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2105,Clarias ebriensis,Clariidae,27,0.01238,2.524355
2316,Clarias engelseni,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
293,Clarias fuscus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2094,Clarias gabonensis,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
1934,Clarias gariepinus,Clariidae,50,0.019715833333333335,2.9551833333333333
66040,Clarias gracilentus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2317,Clarias hilli,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
61617,Clarias insolitus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
60779,Clarias intermedius,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
237,Clarias jaensis,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
61437,Clarias kapuasensis,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2108,Clarias laeviceps,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
1932,Clarias lamottei,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
23323,Clarias leiacanthus,Clariidae,29.166666666666668,0.0192,2.75
2313,Clarias liocephalus,Clariidae,10.5,0.012392291666666666,2.942961527777778
2314,Clarias longior,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2091,Clarias maclareni,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
4805,Clarias macrocephalus,Clariidae,29.166666666666668,0.0222,2.9325
2093,Clarias macromystax,Clariidae,29.166666666666668,0.0025,3.367
66088,Clarias magur,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
23341,Clarias meladerma,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
65995,Clarias microspilus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
58345,Clarias microstomus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
51048,Clarias nebulosus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2089,Clarias ngamensis,Clariidae,29.166666666666668,0.0059299999999999995,3.1225
23346,Clarias nieuhofii,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
62258,Clarias nigricans,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2107,Clarias nigromarmoratus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
55096,Clarias olivaceus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2102,Clarias pachynema,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
55097,Clarias planiceps,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
990,Clarias platycephalus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
61436,Clarias pseudoleiacanthus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
62007,Clarias pseudonieuhofii,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2099,Clarias salae,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
67766,Clarias serniosus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2090,Clarias stappersii,Clariidae,29.166666666666668,0.008,2.983
2100,Clarias submarginatus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
62223,Clarias sulcatus,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
23377,Clarias teijsmanni,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
2101,Clarias theodorae,Clariidae,29.166666666666668,0.01,3.18
2104,Clarias werneri,Clariidae,29.166666666666668,0.012392291666666666,2.942961527777778
56143,Clariger chionomaculatus,Gobiidae,9.113439927101135,NA,NA
3840,Clevelandia ios,Gobiidae,9.113439927101135,NA,NA
8838,Clidoderma asperrimum,Pleuronectidae,42.099998474121094,0.008635,3.16425
22879,Climacoporus navalis,Clinidae,10.890000343322754,NA,NA
1793,Clinitrachus argentatus,Clinidae,10.890000343322754,NA,NA
4056,Clinocottus acuticeps,Cottidae,10.859999656677246,0.0211,3.1189999999999998
4057,Clinocottus analis,Cottidae,10.859999656677246,0.0193,3.078
4058,Clinocottus embryum,Cottidae,10.859999656677246,0.0211,3.1189999999999998
4059,Clinocottus globiceps,Cottidae,10.859999656677246,0.0229,3.16
4060,Clinocottus recalvus,Cottidae,10.859999656677246,0.0211,3.1189999999999998
22882,Clinoporus biporosus,Clinidae,10.890000343322754,NA,NA
2746,Clinostomus elongatus,Leuciscidae,17.311111132303875,NA,NA
2747,Clinostomus funduloides,Leuciscidae,17.311111132303875,NA,NA
26243,Clinus acuminatus,Clinidae,10.890000343322754,0.0186,3.036
26245,Clinus agilis,Clinidae,10.890000343322754,0.0186,3.036
65459,Clinus arborescens,Clinidae,10.890000343322754,0.0186,3.036
16996,Clinus berrisfordi,Clinidae,10.890000343322754,0.0186,3.036
26247,Clinus brevicristatus,Clinidae,10.890000343322754,0.0186,3.036
26249,Clinus cottoides,Clinidae,10.890000343322754,0.0186,3.036
66666,Clinus exasperatus,Clinidae,10.890000343322754,0.0186,3.036
26250,Clinus helenae,Clinidae,10.890000343322754,0.0186,3.036
16999,Clinus heterodon,Clinidae,10.890000343322754,0.0186,3.036
17002,Clinus latipennis,Clinidae,10.890000343322754,0.0186,3.036
66667,Clinus musaicus,Clinidae,10.890000343322754,0.0186,3.036
17003,Clinus nematopterus,Clinidae,10.890000343322754,0.0186,3.036
69231,Clinus ornatus,Clinidae,10.890000343322754,0.0186,3.036
26251,Clinus robustus,Clinidae,10.890000343322754,0.0186,3.036
17004,Clinus rotundifrons,Clinidae,10.890000343322754,0.0186,3.036
10684,Clinus spatulatus,Clinidae,10.890000343322754,0.0186,3.036
26254,Clinus superciliosus,Clinidae,10.890000343322754,0.0186,3.036
26255,Clinus taurus,Clinidae,10.890000343322754,0.0186,3.036
26256,Clinus venustris,Clinidae,10.890000343322754,0.0186,3.036
26257,Clinus woodi,Clinidae,10.890000343322754,0.0186,3.036
1608,Clupanodon thrissa,Clupeidae,26.02166665395101,0.0067,3.22
24,Clupea harengus,Clupeidae,32,0.007720438596491228,3.0657008771929823
65875,Clupea manulensis,Clupeidae,32,0.010586757759784076,3.1264350539811065
1520,Clupea pallasii,Clupeidae,32,0.013453076923076924,3.1871692307692308
51133,Clupeacharax anchoveoides,Triportheidae,NA,NA,NA
1567,Clupeichthys aesarnensis,Clupeidae,26.02166665395101,NA,NA
1568,Clupeichthys bleekeri,Clupeidae,26.02166665395101,NA,NA
1569,Clupeichthys goniognathus,Clupeidae,26.02166665395101,NA,NA
1570,Clupeichthys perakensis,Clupeidae,26.02166665395101,NA,NA
11129,Clupeocharax schoutedeni,Alestidae,21.91999931335449,NA,NA
1561,Clupeoides borneensis,Clupeidae,26.02166665395101,NA,NA
1562,Clupeoides hypselosoma,Clupeidae,26.02166665395101,NA,NA
1563,Clupeoides papuensis,Clupeidae,26.02166665395101,NA,NA
1564,Clupeoides venulosus,Clupeidae,26.02166665395101,NA,NA
1469,Clupeonella abrau,Clupeidae,14.850000063578287,0.0071775,3.1480125
65307,Clupeonella caspia,Clupeidae,14.869999885559082,0.0109,2.7560000000000002
1470,Clupeonella cultriventris,Clupeidae,14.850000063578287,0.0034,3.38
1471,Clupeonella engrauliformis,Clupeidae,15.600000381469727,0.0064600000000000005,3.44815
1472,Clupeonella grimmi,Clupeidae,14.079999923706055,0.00795,3.0079
26469,Clupeonella muhlisi,Clupeidae,14.850000063578287,0.0071775,3.1480125
65309,Clupeonella tscharchalensis,Clupeidae,14.850000063578287,0.0071775,3.1480125
24750,Clupisoma bastari,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
10148,Clupisoma garua,Ailiidae,10.079999923706055,0.0056,3.1
60399,Clupisoma longianale,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
24754,Clupisoma montanum,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
24757,Clupisoma naziri,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
62514,Clupisoma nujiangense,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
24756,Clupisoma prateri,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
61635,Clupisoma roosae,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
26739,Clupisoma sinense,Ailiidae,10.079999923706055,0.0118,2.71
66219,Clupisoma yunnanense,Ailiidae,10.079999923706055,0.0087,2.9050000000000002
11309,Clypeobarbus bellcrossi,Cyprinidae,21.23551709076454,NA,NA
64779,Clypeobarbus bomokandi,Cyprinidae,21.23551709076454,NA,NA
68141,Clypeobarbus breviclipeus,Cyprinidae,21.23551709076454,NA,NA
11343,Clypeobarbus congicus,Cyprinidae,21.23551709076454,NA,NA
2415,Clypeobarbus hypsolepis,Cyprinidae,21.23551709076454,NA,NA
11407,Clypeobarbus matthesi,Cyprinidae,21.23551709076454,NA,NA
5304,Clypeobarbus pleuropholis,Cyprinidae,21.23551709076454,NA,NA
11452,Clypeobarbus pseudognathodon,Cyprinidae,21.23551709076454,NA,NA
11472,Clypeobarbus schoutedeni,Cyprinidae,21.23551709076454,NA,NA
53679,Cnesterodon brevirostratus,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
46480,Cnesterodon carnegiei,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
4753,Cnesterodon decemmaculatus,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
63002,Cnesterodon holopteros,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
61802,Cnesterodon hypselurus,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
62765,Cnesterodon iguape,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
61803,Cnesterodon omorgmatos,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
65068,Cnesterodon pirai,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
61804,Cnesterodon raddai,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
53677,Cnesterodon septentrionalis,Poeciliidae,6.515000104904175,0.015966666666666667,3.1966666666666668
12092,Cnidoglanis macrocephalus,Plotosidae,18.149999618530273,NA,NA
61749,Cobitis albicoloris,Cobitidae,9.100000381469727,0.011252225,3.090625
67054,Cobitis amphilekta,Cobitidae,9.100000381469727,0.011252225,3.090625
52517,Cobitis arachthosensis,Cobitidae,9.100000381469727,0.011252225,3.090625
55000,Cobitis arenae,Cobitidae,9.100000381469727,0.011252225,3.090625
66933,Cobitis australis,Cobitidae,9.100000381469727,0.011252225,3.090625
67862,Cobitis avicennae,Cobitidae,9.100000381469727,0.0084,3.042
67882,Cobitis battalgilae,Cobitidae,9.100000381469727,0.011252225,3.090625
49105,Cobitis bilineata,Cobitidae,9.100000381469727,0.011252225,3.090625
60783,Cobitis bilseli,Cobitidae,9.100000381469727,0.009009999999999999,3.12605
6565,Cobitis biwae,Cobitidae,9.100000381469727,0.011252225,3.090625
68729,Cobitis brevipinna,Cobitidae,9.100000381469727,0.011252225,3.090625
9957,Cobitis calderoni,Cobitidae,9.100000381469727,0.00396,3.0980999999999996
27983,Cobitis choii,Cobitidae,9.100000381469727,0.011252225,3.090625
67352,Cobitis crassicauda,Cobitidae,9.100000381469727,0.011252225,3.090625
65310,Cobitis dalmatina,Cobitidae,9.100000381469727,0.011252225,3.090625
67881,Cobitis damlae,Cobitidae,9.100000381469727,0.011252225,3.090625
60657,Cobitis dolichorhynchus,Cobitidae,9.100000381469727,0.011252225,3.090625
68602,Cobitis dorademiri,Cobitidae,9.100000381469727,0.011252225,3.090625
54802,Cobitis elazigensis,Cobitidae,9.100000381469727,0.011252225,3.090625
26618,Cobitis elongata,Cobitidae,9.100000381469727,0.0039,3.1984
58790,Cobitis elongatoides,Cobitidae,9.100000381469727,0.00605,3.01215
64648,Cobitis evreni,Cobitidae,9.100000381469727,0.011252225,3.090625
58644,Cobitis fahireae,Cobitidae,9.100000381469727,0.0035,3.315
66378,Cobitis faridpaki,Cobitidae,9.100000381469727,0.011366666666666667,2.924
67351,Cobitis fasciola,Cobitidae,9.100000381469727,0.011252225,3.090625
68725,Cobitis fimbriata,Cobitidae,9.100000381469727,0.011252225,3.090625
64098,Cobitis gladkovi,Cobitidae,9.100000381469727,0.011252225,3.090625
65684,Cobitis guttata,Cobitidae,9.100000381469727,0.011252225,3.090625
61747,Cobitis hankugensis,Cobitidae,9.100000381469727,0.011252225,3.090625
46521,Cobitis hellenica,Cobitidae,9.100000381469727,0.011252225,3.090625
69381,Cobitis herzegoviniensis,Cobitidae,9.100000381469727,0.011252225,3.090625
64219,Cobitis illyrica,Cobitidae,9.100000381469727,0.011252225,3.090625
64269,Cobitis jadovaensis,Cobitidae,9.100000381469727,0.011252225,3.090625
66694,Cobitis kaibarai,Cobitidae,9.100000381469727,0.011252225,3.090625
58640,Cobitis kellei,Cobitidae,9.100000381469727,0.011252225,3.090625
66458,Cobitis keyvani,Cobitidae,9.100000381469727,0.007982,2.9618
58649,Cobitis kurui,Cobitidae,9.100000381469727,0.011252225,3.090625
26915,Cobitis laoensis,Cobitidae,9.100000381469727,0.011252225,3.090625
60784,Cobitis lebedevi,Cobitidae,9.100000381469727,0.011252225,3.090625
68680,Cobitis leptosoma,Cobitidae,9.100000381469727,0.011252225,3.090625
60785,Cobitis levantina,Cobitidae,9.100000381469727,0.011252225,3.090625
55306,Cobitis linea,Cobitidae,9.100000381469727,0.0071,3.026
65660,Cobitis longitaeniatus,Cobitidae,9.100000381469727,0.011252225,3.090625
28020,Cobitis lutheri,Cobitidae,9.100000381469727,0.011252225,3.090625
54728,Cobitis macrostigma,Cobitidae,9.100000381469727,0.011252225,3.090625
66695,Cobitis magnostriata,Cobitidae,9.100000381469727,0.011252225,3.090625
25873,Cobitis maroccana,Cobitidae,9.100000381469727,0.011252225,3.090625
60790,Cobitis matsubarae,Cobitidae,9.100000381469727,0.011252225,3.090625
49106,Cobitis megaspila,Cobitidae,9.100000381469727,0.011252225,3.090625
61420,Cobitis melanoleuca,Cobitidae,9.100000381469727,0.011252225,3.090625
46522,Cobitis meridionalis,Cobitidae,9.100000381469727,0.011252225,3.090625
66208,Cobitis microcephala,Cobitidae,9.100000381469727,0.011252225,3.090625
66700,Cobitis minamorii,Cobitidae,9.100000381469727,0.011252225,3.090625
66207,Cobitis multimaculata,Cobitidae,9.100000381469727,0.011252225,3.090625
65311,Cobitis narentana,Cobitidae,9.100000381469727,0.027163333333333334,2.7916666666666665
68724,Cobitis nigrolinea,Cobitidae,9.100000381469727,0.011252225,3.090625
65709,Cobitis nuicocensis,Cobitidae,9.100000381469727,0.011252225,3.090625
68682,Cobitis obtusirostra,Cobitidae,9.100000381469727,0.011252225,3.090625
65312,Cobitis ohridana,Cobitidae,9.100000381469727,0.011252225,3.090625
